id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise,prediction,raw_response
sun_dev_track_a_00001,"Aa aa salam kenal nya,ti abi 🙋 sumpah kot piseurieun 😂😂😂lucuu . Sing sukses nya aa aa😊👌",,,,,,,sundanese,sundanese
sun_dev_track_a_00002,"#Fauzi88Chanel hadir mang ti bogor kulon,Leuwiliang hebat deuh nu rek konser,tpi punten teu tiasa datang ka bandung,tebih euy ngadukung wae mang Dana",,,,,,,NIL,afrikaans
sun_dev_track_a_00003,Aslina ngakak kang. Teruskeun part salanjutna 🔥🔥🔥,,,,,,,NIL,afrikaans
sun_dev_track_a_00004,"Artis,artis naon nu resep lauk? Jawab:kucinta tuna.😎😎😂",,,,,,,NIL,afrikaans
sun_dev_track_a_00005,"Awas mang tong hilap nya ka Bogor. Mun hante urang di adu, getih Sunda yeh. hahaha salam goblog",,,,,,,sundanese,sundanese
sun_dev_track_a_00006,"Ceuk urang mah jelema goblog teh "" dahar bubur di sanguan""😂😂😂",,,,,,,NIL,sunda
sun_dev_track_a_00007,Kang tanyakeun ka ghina atos aya kabogoh acan? 😂,,,,,,,sundanese,sundanese
sun_dev_track_a_00008,Carita awalna kumaha jol jd youtuber teh mang?,,,,,,,NIL,"i cannot classify the language of the given text as it contains characters that are not part of the standard english alphabet. however, based on the context and structure of the sentence, i can suggest that the language is likely to be somali."
sun_dev_track_a_00009,2:37 Uyuhan teu ti Jungkeul oge eta si aa na 🤣,,,,,,,NIL,"the language of the given text is:

oromo"
sun_dev_track_a_00010,"Alhamdulillah mang bisa d ajak maen film, lanjutkeun mang sing SUKSES 👍👍 tong hilap kana basa SUNDA na d lestarikeun",,,,,,,sundanese,sundanese
sun_dev_track_a_00011,"Awak joged, tp hate ambyar, bari jeung teu paham lirik :(",,,,,,,sundanese,"indonesian 
 (specifically sundanese dialect)"
sun_dev_track_a_00012,A=jang naha mundur😓 B=percuma maju ge di tikung wae😟 A=sabar nya jang 😢 🚶🚶🚶Lagu; Urang mundur lalaunan urang sadar urang saha #salam_ti Cibadak Bandung,,,,,,,NIL,english
sun_dev_track_a_00013,"Anak betawi gak sabar nih, ngadangokeun",,,,,,,NIL,indonesian
sun_dev_track_a_00014,Abi mah resep di kampung tapi nu sinyal na 5g aya teu nya ? 😅,,,,,,,NIL,indonesia
sun_dev_track_a_00015,Adeuh meni genaheun pisan ti cimahi ngarojong,,,,,,,NIL,oromo
sun_dev_track_a_00016,Aya nu ngadengekeun di tahun 2020?😂,,,,,,,NIL,indonesia
sun_dev_track_a_00017,0:52 pas pisan jg kaayaan urang ayna😞,,,,,,,NIL,the language of the given text is: oromo
sun_dev_track_a_00018,Bnrrr ieu mah banyak a NU kasar,,,,,,,NIL,"i'm unable to identify the language of the given text. however, based on the provided options, i can suggest that it might be close to some languages such as somali or oromo, as they have similar grammar and syntax structures. however, without more context or information, it's difficult to provide a definitive answer.

if you could provide more context or clarify what ""bnrrr"" and ""ieu mah banyak"" mean in this specific text, i may be able to make a more accurate identification."
sun_dev_track_a_00019,Anu Sunda nteu bisa bahasa Sunda saha?? 🖐️😂,,,,,,,sundanese,sundanese
sun_dev_track_a_00020,Anjirrrr urang tinggaleun kitu ieu euy,,,,,,,NIL,afrikaans
sun_dev_track_a_00021,"Alhamdulillah mang, wah terharu pisan ningalina ke ge bakal ngalaman nu kawas kitu. Mugia disehatkeun mang dilancarkeun rezekina 😁",,,,,,,NIL,somali
sun_dev_track_a_00022,"Aduh ieuh kenangan terindah u di lakuken ker smp,",,,,,,,NIL,afrikaans
sun_dev_track_a_00023,Aya cai ker mandi Aya jamban di palih ditu Ai sedih ka abdi Ai jadianana jeng si itu,,,,,,,NIL,oromo
sun_dev_track_a_00024,"Aduhh si dede"" piraku jomblo mang taun taun kuat.puasa sa bulan teu kuat, ""🤣🤣 haturan mang fiksi di antos kaos urang sunda na.nu benten warna na hee",,,,,,,sundanese,sundanese
sun_dev_track_a_00025,Aduhh mni endah pisan ngadangukeun na,,,,,,,sundanese,sundanese
sun_dev_track_a_00026,Aing pisan lagu ieu mah :(,,,,,,,sundanese,sundanese
sun_dev_track_a_00027,"Absen ah ti majalaya Kp. Curug dedes, bumi abi anu ka tilu asup gang lio🤣🤣🤣",,,,,,,sundanese,sundanese
sun_dev_track_a_00028,Eta di jalan anyar lain mang?,,,,,,,NIL,sundanes
sun_dev_track_a_00029,Aya poho sagala atuh mang haha,,,,,,,NIL,tigrinya
sun_dev_track_a_00030,4:20 Anjir asli ieu mang kendang na make galon?? Sora na meni ngeunah kitu euy,,,,,,,sundanese,"sundanes 
 or possibly sundanese variation with influences from other languages."
sun_dev_track_a_00031,A piksi baju nu alit aya te?,,,,,,,sundanese,sundanese
sun_dev_track_a_00032,"Ya maaf , ulah kuis atuh lieur ngitung na atuh da",,,,,,,NIL,somali
sun_dev_track_a_00033,"Antara bungah jng sedih duh ,bangga jadi orang sunda . Hatur nuhun a fiksi anu ngagedekeun ngaran sunda",,,,,,,sundanese,sundanese
sun_dev_track_a_00034,"Asik, lagu favorit uranng iyeu euy ti kang ebith beat a. Mantep mang, minal aidin walfaidzin btw, mohon maaf lahir dan batin nya mangs, hampura bisi urang sok komen anu teu ngeunah di hate 🙏🙏🙏😊😊😊",,,,,,,NIL,somali
sun_dev_track_a_00035,Aya hiji deui anu nami Didin nya eta Didin tajudin,,,,,,,NIL,tigrinya
sun_dev_track_a_00036,"1000 kaos urang sunda ori gratis 😁 , kumahaa tah mang fiksi ? Wantun ? 😁",,,,,,,sundanese,sundanese
sun_dev_track_a_00037,A ari lagu iye tos kaluar teu acan? Lagu mang dana namah atos ngan abi hoyong nu iye a😁,,,,,,,NIL,i can't help with that.
sun_dev_track_a_00038,Cung nu meuli udud beakna ku Batur?😅,,,,,,,sundanese,sundanese
sun_dev_track_a_00039,"Ari wong jawa barat ah biasa aja sih aku mah,teu Aya anu di kangen keun? kecuali orang tua😂😂😂😂😂",,,,,,,sundanese,sundanese
sun_dev_track_a_00040,Aduh keren pisan ieu mah mang,,,,,,,sundanese,"indonesia 
 or more specifically sundanese"
sun_dev_track_a_00041,"42: 00 pengalaman kini, 😁😁 aya nu Sami?",,,,,,,sundanese,sundanese
sun_dev_track_a_00042,Aduhh inget ka urang uy. Sedih. Benghar henteu gelo heuuh,,,,,,,NIL,afrikaans
sun_dev_track_a_00043,"Bang nyaéta syuting ogé di Cianjur? ,",,,,,,,NIL,sundanease
sun_dev_track_a_00044,"Aya aturan ku teu ka baca mang anton , mantap mang anton sareng 3 pemuda berbahaya , Sukses teruss👍👍",,,,,,,NIL,indo
sun_dev_track_a_00045,"A-Mang,mang naha mundurr"", ??? B-percuma maju ge,urang ges teu kuat, A-pasti teu kuat inget ka mantan nya, B-Lain mang,itu WC pinuh teu kuat hayang ngising,",,,,,,,NIL,afrikaans
sun_dev_track_a_00046,"Asyik aya Delisa deui anu nyanyina, hatur nuhun 3 pemuda berbahaya, sukses teras kanggo sadayana, 3 pemuda berbahaya sareng team, sinareng Delisa Herlina",,,,,,,sundanese,sundanese
sun_dev_track_a_00047,"Bandung - Indonesia, Terlalu Manis - Slank, pami diwidian mah Kang, anu nyanyi mah biasa anu the best tea Delisa Herlina, hatur nuhun, sukses teras 3 pemuda berbahaya",,,,,,,NIL,indonesia
sun_dev_track_a_00048,Aslina nyeri Beteng Mun ningali si Acil mah duh,,,,,,,NIL,amharic
sun_dev_track_a_00049,Asa ulah aya dibalik layarna mang. Kadi teu lucu,,,,,,,NIL,afrikaans
sun_dev_track_a_00050,"Ceuk urang mah jelema goblog teh nu ngaku jomblo pas geus nyaman eh kabogohna ngamuk, lah pan aeng teu apal bambank hahaha",,,,,,,NIL,afrikaans
sun_dev_track_a_00051,Ampun mang nu urang mah geus di hapusan era ningalina ge 🤣,,,,,,,NIL,afrikaans
sun_dev_track_a_00052,2:23 loba teuin ngadahar tulang lunak 😊,,,,,,,NIL,tigrinya
sun_dev_track_a_00053,Aduh si enang enak keun aaah,,,,,,,NIL,englis
sun_dev_track_a_00054,"Ah notif na teu dihurungkeun, jadi teu update kamana wae atu",,,,,,,NIL,afrikaans
sun_dev_track_a_00055,"Aduh mantap kieu, ieu lagu 😁👍",,,,,,,sundanese,sundanese
sun_dev_track_a_00056,"Cing panjang umur mang fiksi,Cing sarehat,cing garede milik,Terharu euy ningali na ada hayang ceurik,Salam ti Bandung mang:(",,,,,,,NIL,afrikaans
sun_dev_track_a_00057,"Bass na ngeunaheun euy, mantap kang👍👍👍👍",,,,,,,sundanese,sundanese
sun_dev_track_a_00058,"""Ceuk urang mah jelema goblok teh nyaeta"". ""Nginjem motor batur tapi mang pang anterkeun"" goblok sia sorry mang hayang deui wkwkwk",,,,,,,NIL,afrikaans
sun_dev_track_a_00059,"Aya raja aya patih Dipaehan ngucur getih Sanes kanyeri putus nu teu euih euih Nyeri hate rek nyantet, teu matih😢😅😂",,,,,,,NIL,afrikaans
sun_dev_track_a_00060,Apa cuman urang nu mikir teh rina siga bunga ehan??,,,,,,,sundanese,sundanese
sun_dev_track_a_00061,Assalamualaikum neng Laila salam kenal ti abdi Dadang Jakarta asal Sunda Pandeglang jujur sy suka dgn neng laila,,,,,,,sundanese,sundanese
sun_dev_track_a_00062,Asa kenal eta teh nu nganggo acuk koneng mang dana :D,,,,,,,NIL,sunda
sun_dev_track_a_00063,"#SidangPaperDay Sabara geregetna didinya edek sidang??? Kedeng deui urang edek sidang trus urang izin ka jamban, Trusss, ??? Teu balik deui, 😅😅😅",,,,,,,NIL,indonesia
sun_dev_track_a_00064,Awokwokwok nyeri beuteung mang ah 🤣😂,,,,,,,NIL,afrikaans
sun_dev_track_a_00065,"Anu jadi pertanyaan, ari GOBLOG teh binatang naon 😁",,,,,,,NIL,indonesia
sun_dev_track_a_00066,Batur : Mang naha mundur? Urang : Da youtube na teu payu☹️ Bantu subrek mang Salam sunda🙌,,,,,,,sundanese,sundanese
sun_dev_track_a_00067,"Alus pisan edunkeun slalu Sakang , sehat slalu sareng keluarga, salam Gunung Halu",,,,,,,sundanese,sundanese
sun_dev_track_a_00068,"Aslina karya mang dana makin kadieu makin top lahh, hirup urang sunda , 👍👍👍",,,,,,,sundanese,sundanese
sun_dev_track_a_00069,Assiapppp juara iyeu video salfok ka bobotoh anyar tapi asa pang apalna wkwkw 😆,,,,,,,NIL,somali
sun_dev_track_a_00070,Alhamdulillah sehat samulihna kumaha mang. #majalaya hadir Hampura karek nonton ayeuna Karyana mah Hade pisan lah 👍👍👍,,,,,,,NIL,indonesian
sun_dev_track_a_00071,Apa urang hungkul nu nonton di tahun 2021? Cung saha wae nu nonton di tahun 2021?,,,,,,,NIL,sundanes
sun_dev_track_a_00072,"Budak ngora hade reuseup basa sunda teruskeun jang alus pisan.euyyy,",,,,,,,NIL,sunda
sun_dev_track_a_00073,Abdi neng panganten anyar unggal dinten ge sarencengan weh 😁😂😀😀😅😅😆,,,,,,,NIL,somali
sun_dev_track_a_00074,"1:30 anyar tidagor kitu Jang, ?? Hehehe 2:55 jiga geunahen Tah lamun di bincurang bitisna ti tukang, Hehehe,",,,,,,,NIL,tigrinya
sun_dev_track_a_00075,Anyang-anyangan bukannya sejenis Jeungjeuriheun nya ?,,,,,,,NIL,"korea 
(perlu diingat bahwa contoh teks ini mengandung bahasa korea, yang tidak termasuk dalam daftar pilihan di atas. jika anda ingin klasifikasi bahasa korea secara umum, saya bisa membantu.)"
sun_dev_track_a_00076,Abdi hoyong Ipone 18 abdi tos nga Subcsrice Chanel FIKSI sadayana mohon bantuanna,,,,,,,NIL,english
sun_dev_track_a_00077,Aku belum makan karna tdk ada deungeunnya. 😂,,,,,,,sundanese,sundanese
sun_dev_track_a_00078,"Asli keren pisan, ga bosen puterin nya. Musik sama vokal valdy enakeun",,,,,,,NIL,indonesia
sun_dev_track_a_00079,"Asli ngakak, bodor pisan. bahasana lah pikaseurieun.",,,,,,,NIL,indonesia
sun_dev_track_a_00080,"Anjiirrr keren editingna uy, Hayang bisa da. Nganggo aplikasi naon editna bang?",,,,,,,NIL,"i cannot classify the text with certainty due to its potential use of coded language or regional dialects. however, i can try to make an educated guess based on the characters and grammar used. 

the script used appears to be a modified version of the latin alphabet, which is commonly used in many african languages. upon closer inspection, the words appear to be from the oromo language, which is spoken primarily in ethiopia and parts of kenya.

therefore, i would classify the text as:
oromo"
sun_dev_track_a_00081,"Asli ending na sedih kang, Rumaos sami abdi ge pun mamah tos te aya, Hayu urg doa kn org tua nu tos te aya, alpatihah",,,,,,,NIL,somali
sun_dev_track_a_00082,"""Ahhh ceuk saha? anu rangsak mh rangsak weh, "" hahahaa",,,,,,,NIL,oromo
sun_dev_track_a_00083,"Aduh sami atuh mang abdi ge ti majalengka turunan rajagaluh,",,,,,,,NIL,indonesia
sun_dev_track_a_00084,"ASLI SUMEDANG Ngarasa Bangga, Komo Dibawakeun Laguna Ku 3 Pemuda Berbahaya",,,,,,,NIL,afrikaans
sun_dev_track_a_00085,"Aduh alah iyeuuu, bukan aduh alah ieung",,,,,,,NIL,afrikaans
sun_dev_track_a_00086,Anu caket we aa Abdi ti garut 🙏,,,,,,,NIL,oromo
sun_dev_track_a_00087,"Assalamu'alaikum wr wb, teteh kengeng teu upami abdi silaturahmi ka bumi teteh , meni kabita botram 🙏🙏👍",,,,,,,NIL,somali
